sentimen llm,tweet_with_tags
negatif,"eeeeeem masakan Indonesia favorit kak hanif ya dek Kobi sih : ayam bakar, telur balado, ikan bakar, rendang daging,semur jengkol dan tempe orak Arik dan sayur SOP, telur dadar,terong balado dan tumis kangkung,dan kentang balado,dan berkedel jagung <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk><Wajah Memeluk>🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰<Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>"
negatif,Aku suka makan ayam goreng <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Makanan Indonesia favoritku yaitu batagor nasi Padang rendang dan sudah pasti so bakso makanan sejuta umat <Wajah Menangis Gembira>
positif,"""Hitam jelek dan kriput"" Astaga pemikiran ku <Wajah Menangis>"
negatif,"Kaget banget ada Bapak Jokowi wkwk. Tapi emang enak-enak sih min makanan di Indonesia.Recomended banget nih channel Ko Bisa, membawakan topik yang menarik serta mendidik. Semangat dan sukses terus ya min!! Buat yang suka belajar dari channel bisa juga kepoin ""Sisi Terang"" dan ""Inspiratips""<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>"
negatif,Om kok bisa:masakan paling enak mah yang pasti rendang soalnya nenek saya berasal dari padang soalnya kalau saya lagi pulang kampung suka di masakin rendang rasanya makyus<Jempol Ke Atas>
positif,Kuncinya pada MSG...<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>....bercanda ya...<Tangan Merapat Berdoa><Tangan Merapat Berdoa>
negatif,Pasti Mimin suka bakso <Tangan Merapat Berdoa>🏻<Wajah Menangis Gembira>
negatif,Aku paling suka SATE ayam <Wajah Menyeringai><Wajah Menyeringai>
positif,Beneran itu presiden <Tangan Merapat Berdoa>
netral,"Hallo min, izin save ya, buat di tayangkan di Duta TV, nanti sumbernya dicantumkan.  Sebelumnya kami ucapkan terima kasih <Tangan Merapat Berdoa>."
negatif,<Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler>
netral,Bang coba bikin video bakso vs reading <Tertawa Terpingkal-Pingkal>
negatif,Laperrrrrr<Wajah Mengiler><Wajah Mengiler><Wajah Mengiler><Wajah Mengiler>
negatif,Favorit aing mie ayam dan tentu saja bakso tercinta. <Wajah Menangis Gembira>
positif,Kok bisa sate padang<Wajah Mengiler><Wajah Mengiler>
netral,Rendang dan nasi goreng<Wajah Menikmati Makanan Lezat>
netral,"makanan fav:
- sate ayam
- soto
- sambal goreng 
- nasi kuning
- nasi goreng
BANYAKKK<Wajah Tersenyum Dengan Mata Hati>"
netral,"Bang kobi mau nanya 


Kenapa setiap video bang kobi bakso nya<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>








Trus kenapa bang kobi berhubungan dengan bakso"
netral,"Bang tapi kok aku cari di google katanya makanan terenak no 1 itu Massaman curry, Thailand <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
negatif,Team suka makanan bpk khas karo sumtra yg tiada duanya <Wajah Menyeringai Dengan Mata Tersenyum>
negatif,pokok nya Bubur Manado tetap enak dan semua makanan Indo <Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,Abang Ini suka bakso apa kok setiap vidio Ada baksonya <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,Semangat puasa saat liat makanan di Vidio ini <Wajah Menangis Gembira>
negatif,Menggoyang iman juga sih ini <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
negatif,<Wajah Mencium Dengan Mata Tersenyum><Tangan Isyarat Ok> enak yg padang
positif,Knp emng bro? Cuma nanya <Tangan Merapat Berdoa>
positif,"""sejak jaman nenek moyang kita masih seorang pelaut"" kok kayak lagu ""nenek moyangku seorang pelaut"" gitu sihhhh <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Sangat Lelah><Wajah Sangat Lelah>"
netral,petirk ada banyak bakso disini<Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>bakso Bakso
netral,"1:48 
Pedas be like : <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Termenung Sedih><Bunga Mawar>"
netral,Dari tadi ngeliat bakso terus<Wajah Agak Tersenyum>
negatif,"Gue suka makanan karena:
Makanan bikin kita g laper
Makanan enak dimakan(kecuali basi)
Makanan warna warni
Dunia nyata lebih Indah daripada dunia Wibu<Wajah Tersenyum Dengan Mata Tersenyum><Kotoran>"
negatif,hhhhhhhhef3 uqr4hhhhhhhhh tR3 Y3🫁<Wajah Tersenyum Dengan Kacamata Hitam>
negatif,"Rendang daging, apalagi pas hajatan <Wajah Menangis Gembira>"
netral,"Ka, kalau punya account YouTube yang mau di jual tolong kabarin ya <Tangan Merapat Berdoa><Tangan Merapat Berdoa><Tangan Merapat Berdoa>"
negatif,"Terimakasih resepnya, simpel dan enak<Tangan Merapat Berdoa>"
negatif,Mksh ya Bun.... untuk resepnya.... sepertinya enak semua....<Tangan Merapat Berdoa><Jempol Ke Atas><Hati Merah>️
negatif,Enak banget ya <Jempol Ke Atas>
negatif,"Tahu hargax 10 rb <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ,klau dibpn semua mahal klau dijawa lumayan terjangko....
<Hati Merah><Jempol Ke Atas><Buket Bunga>🌸🦚  ...mksh bu risna resep2x sy senang mengikutin cara cocok sm sy <Jempol Ke Atas><Jempol Ke Atas>"
netral,ini resep harus di coba sih🐡 ⋆ 🐠  <Pita>  𝒜𝑅𝒲𝒜𝒩𝒜𝒯♡𝒯<Hati Berputar>  <Pita>  🐠 ⋆ 🐡
netral,Konten seperti ini yg saya suka<Hati Merah> makasih resepnya bun<Wajah Tersenyum Dengan Mata Tersenyum> ditunggu resep selanjutnya <Wajah Menyeringai Dengan Mata Tersenyum>
netral,"Ya selera, maaf kalau komen usahakan jgn ada kata2 harusnya<Wajah Tersenyum Dengan Mata Tersenyum>,itu seperti memaksakan,jd masakan itu selera mau kuah sampai asat/nyemek ,kembali ke selera..trimakasih"
netral,<Wajah Terperangah Terbuka><Wajah Menangis Gembira><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> aku kami iya
negatif,Terus berkarya ya! <Otot Lengan Kuat>
negatif,Semua masakanya kelihatan enak<Jempol Ke Atas><Jempol Ke Atas> terima kasih resepnya bun..
negatif,Menu menu nya mantap bisa ngabisin nasi sebakul..mksh resep nya<Tangan Merapat Berdoa><Tangan Merapat Berdoa>
negatif,"Makasih resep-resepnya bun, semoga rezekinya lancar terus<Otot Lengan Kuat>"
negatif,Resepnya enak enak semua bund.. Auto recook minggu depan <Hati Merah>
negatif,"Wow verey""yummmy<Hati Merah><Hati Merah><Hati Merah><Hati Merah>"
negatif,Terima kasih menu nya. Ibu <Tangan Merapat Berdoa>🏻🥰
negatif,"Aneka resep masakan yg menginspirasi memasak setiap hari, lezat semuanya, mantab bngt semuanya <Jempol Ke Atas>🏻<Wajah Tersenyum Dengan Mata Hati>🤩"
negatif,Makasih bunda semua resep nyaa enak banget sangat menginpirasi <Tangan Merapat Berdoa>
negatif,"Pas banget nih untuk Menu satu Minggu, enak2 semua bund masakan nya <Wajah Menikmati Makanan Lezat>"
negatif,"size nya sama
Lucunya sama
Bajunya sama <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
negatif,Owner nya ngakak ketawanya nular<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,"7:24 beton itu lbh enak lg biji sukun, rasanya 11-12 sama chestnut <Wajah Menangis Gembira>"
positif,Lagu lama...gak usahhh gak usahhh tapi tangannya ngegenggem kenceng <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal> konoha2.
netral,"16.07 kepsyennya  ""...teh dan melati asli"". Emg ada ya teh pake melati KW <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Menangis Gembira>"
netral,Kalo di surabaya jadinya pencok guatel <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
netral,Pengen ke majalengka <Wajah Menangis Kencang>
negatif,Bettoooon kesukaankuuu <Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah> enak banget klu habis di rebus di cemilin bumbuin garem aja dah enaaaaakkk
negatif,11:02 Paling the best selalu jadi pilihan utama 𝘽𝙀𝙍𝙆𝘼𝙃99 <Tertawa Terpingkal-Pingkal>
netral,2:30 Beda dari yang lain selalu jadi pilihan utama 𝘽𝙀𝙍𝙆𝘼𝙃99 <Api>
negatif,Hihi... alhamdulillah <Wajah Tersenyum Dengan Mata Tersenyum>
negatif,"Makasih koh udah mau nyobain makanan2 khas Majalengka. Mau diajak panas2an deket hawu, nyobain ngakeul. Ngakeul sama bikin pencok katel nya langsung jago ini mah. <Wajah Menangis Gembira>

Abis makan bunga belalang, mimpi nya masih aman kan? Gak ketemu siapaaaa gitu <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
positif,Majalengka nama kotanya aj dibikin globe ala2 universal <Wajah Menangis Gembira> depok kalah nih
netral,"Salfok bagian akhirnya, pemiliknya yang ngefotoin <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
positif,"Bebek gorengnya seperti Bebek Suryo Jl Bangka jaman dulu. Diatasnya dikasih bumbu kuning.  Badabes banget itu <Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas> Entah kenapa sekarang gak ada lagi jenis masakan bebek simple begitu. Malah banyakan bebek itam yg rasa bebeknya biasa aja, sambal itamnya ya gitu aja, kurang sensasinya."
negatif,8:31 Paling the best selalu pengen balik 𝘽𝙀𝙍𝙆𝘼𝙃99 lagi dan lagi <Tepuk Tangan>5:22 Makin yakin 𝘽𝙀𝙍𝙆𝘼𝙃99 layanan sigap singgah ya 🏅
negatif,Lucu banget ko nex & ownernya hahahahaha cocokkkk versi majalengka & versi chindo.🫢<Wajah Tersenyum Dengan Mata Hati><Tangan Tanda Damai Berjaya>️
netral,Nex carlos kearifan lokal dong <Wajah Menangis Gembira>
netral,0:10 ngopi sambil buka 𝘽𝙀𝙍𝙆𝘼𝙃99 itu wajib <Jempol Ke Atas>🏻
negatif,9:23 Estetik &amp; kreatif banget <Pelangi> hasil dari 𝘽𝙀𝙍𝙆𝘼𝙃99 selalu bikin kagum
negatif,"29:30 สวยงามมาก🀄 Dikasih terus sama <Api> 𝘽𝙀𝙍𝙆𝘼𝙃99 <Api>, keren sekali, Jaya selalu"
negatif,2:55 SEMAKIN SUKSES AMIN สวยงามมาก<Nilai Seratus Sempurna> 𝐛𝐚𝐠𝐮𝐬 𝐬𝐮𝐩𝐞𝐫 💧𝘽𝙀𝙍𝙆𝘼𝙃99 <Hati Merah>️ 𝐒𝐮𝐩𝐞𝐫 𝐛𝐚𝐠𝐮𝐬 🔔𝘽𝙀𝙍𝙆𝘼𝙃99 🔔
netral,17:28 𝘽𝙀𝙍𝙆𝘼𝙃99 selalu hadir di saat yang pas <Mengangkat Kedua Tangan>
negatif,9:09 Paling the best bener-bener nggak bikin bosan 𝘽𝙀𝙍𝙆𝘼𝙃99 terus <Api>
positif,makan cuy.....<Jempol Ke Atas>
negatif,"Gokil, gw demen samaGaruda-Hoki ini, super Gacor<Jempol Ke Atas>"
positif,"Gilaaaa sih tiap Hari gue bolak-balikGarudaHoki, ga ada rungkat nya<Wajah Tersenyum Dengan Mata Tersenyum>"
negatif,"gokill <Api>,ga sia sia hasil nyaGarudaHoki<Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup>, Mantappp <Api><Api>"
netral,"Aku Gen Z tapi tauGarudaHoki, pernah Jp juga soalnya<Wajah Menangis Gembira>"
netral,Guys doain aku dong biar menang...tar malem mau all in diGarudaHoki tanggal tua ni<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
netral,di SBY namanya juga beton kok <Wajah Menangis Gembira>
netral,yg jualan sodara u ko....?ko sama<Wajah Menangis Gembira>
netral,"Jackpot besar bukan mimpi, tapi nyata di P͟U͟L͟A͟U͟777! <Batu Permata Berlian>"
netral,Menyala temen ku<Hati Merah>️‍<Api><Hati Merah>️‍<Api>
netral,"Tugu bola dunia mah dibekasi juga ada koh , di grand galaxy city <Tertawa Terpingkal-Pingkal>"
netral,Terima kasih sudah menghargai adzan<Wajah Tersenyum Dengan Mata Tersenyum>
netral,Teh gula cakar andalannya ga d keluarin krn ada teh botol sosro<Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,Makasih koh nek  telah mampir di kota ku majalengka kota angin <Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum>
negatif,benar benar enak sudah pernah ngerasain rasaya mantapppp<Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum>
netral,Makasih udah mampir ke warung pak Ivan koh <Wajah Menangis Gembira>
negatif,Iya seneng pisan<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,"Saya dari kota Cirebon,saking penasarannya sama sambel pencok katel, langsung ke Majalengka untuk nyobain,liat video ini,jadi hayang deui kaditu <Wajah Menikmati Makanan Lezat> the best lah pencok katel."
negatif,"aL'hamdulilah Abang'Nex ke Majalengka juga,<Hati Merah>
Dan ikut Ngerasa bangga juga di bilang BADABEST... mkn'an Has orang Majalengka,<Tangan Merapat Berdoa>"
negatif,Mantap Nex Carlos respect dgn adzan terimakasih <Tangan Merapat Berdoa>
negatif,"Nonton sambil makan juga koh Nex ,, <Wajah Menangis Gembira> jdi nambah nafsu makan. .."
positif,Sebelum makan kita doa dl ya... video ini  lupa doa men<Wajah Menangis Gembira>
netral,"Biji nangka namanya sama dengan daerah q , wkwkw <Wajah Menangis Gembira>"
positif,"Di akhir video, mas Owner sikunya nempel kap mobil, kepanasan. Kasian. <Wajah Menangis Gembira>"
netral,"Di eat ya, bukan diet<Wajah Menangis Gembira><Wajah Menangis Gembira>"
negatif,Owner Nya Bikin Betah Nontonnya Seruuuu Beliau Soalnya<Wajah Menangis Gembira>
negatif,Alhamdulillah... koh nex nya wellcome banget ngajak tektokan nya. Jd gak sungkan dan canggung <Wajah Tersenyum Dengan Mata Tersenyum>
netral,"Nexcarlos : apapun makanannya minumnya teh botol SOSRO 
klo Gw : apapun makanannya harus sambil nonton Nexcarlos <Wajah Menangis Gembira>"
positif,Gagal fokus baju penjualnya Di-eat  bisa jadi model kaos berikutnya ko nex<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
netral,Itu alibi saya kalo ditanya kenapa diet tp blm kurus juga. <Wajah Menangis Gembira>
negatif,"Beton isi nangka... Kalau mak saya dibikin sambel goreng, kayak gote atau talas juga dibikin sambel goreng,,,yummy buat kami2 yg tinggal di desa.. <Hati Merah><Hati Merah><Hati Merah>"
positif,Koh nex kalau makanan sunda gak doyan dia <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
