,tweet emoji,sentimen llm,tweet_with_tags
1313,"sebel juga fliss sama temen w, dia awal pas pembagian nem smp sedih nem e kecil, pas ppdb nangis2 takut ga keterima dimana2, eh akhirnya dia pake jalur kjp tapi sombong nya minta ampun ini yang membuat ak kesal 😠",negatif,"sebel juga fliss sama temen w, dia awal pas pembagian nem smp sedih nem e kecil, pas ppdb nangis2 takut ga keterima dimana2, eh akhirnya dia pake jalur kjp tapi sombong nya minta ampun ini yang membuat ak kesal <Wajah Marah>"
1314,Gue baru sadar. Ini sedih banget liat ava sendiri wkwk 😔,negatif,Gue baru sadar. Ini sedih banget liat ava sendiri wkwk <Wajah Termenung Sedih>
1315,Aku juga lg rewatch ini makin terpesona sama ketampanan dan kharisma Dr Cha 😍,positif,Aku juga lg rewatch ini makin terpesona sama ketampanan dan kharisma Dr Cha <Wajah Tersenyum Dengan Mata Hati>
1316,"Palingan juga begitu penjelasan aparat. Tak heran Klo ada yg bakar Quran, melukainya atau membunuh ulama. Gangguan jiwa!! 😠 Selesai. Umat Islam sabar",negatif,"Palingan juga begitu penjelasan aparat. Tak heran Klo ada yg bakar Quran, melukainya atau membunuh ulama. Gangguan jiwa!! <Wajah Marah> Selesai. Umat Islam sabar"
1317,Rasa bangga jap ambik acca tengok financial statement duck ni 😛,netral,Rasa bangga jap ambik acca tengok financial statement duck ni <Wajah Menjulurkan Lidah>
1318,Malu bossku 😛,negatif,Malu bossku <Wajah Menjulurkan Lidah>
1319,aku ramal cebi bakalan kesal 😠 & ngata ngatain durex,negatif,aku ramal cebi bakalan kesal <Wajah Marah> & ngata ngatain durex
1320,"Uhhuuukkkkk... Ikut senang dong Neng, Akaaang... Bahagia selalu ya, Kang.. GBU. 😛",positif,"Uhhuuukkkkk... Ikut senang dong Neng, Akaaang... Bahagia selalu ya, Kang.. GBU. <Wajah Menjulurkan Lidah>"
1321,"Eh tapi tadi kepikiran ""oh iya bisa aja ya mereka udah muak sama kuliah"" kaya gua 😛",netral,"Eh tapi tadi kepikiran ""oh iya bisa aja ya mereka udah muak sama kuliah"" kaya gua <Wajah Menjulurkan Lidah>"
1322,"Dulu biasa-biasa aja terus di bilang risih kemudian di blok, cobaan dari mana lagi coba skripsi aja belum kelar terys di blok lengkap sudah penderutaan 😠💣💔",negatif,"Dulu biasa-biasa aja terus di bilang risih kemudian di blok, cobaan dari mana lagi coba skripsi aja belum kelar terys di blok lengkap sudah penderutaan <Wajah Marah><Bom><Hati Patah>"
1323,"Gue selalu muak kalo baca kalimat itu. Kaya seolah-olah gue itu salah banget dan harus ngerasain jadi orang tersebut. Tapi giliran gue udah nyoba buat mengerti dan memahami, orang itu kaya tai. 😠",negatif,"Gue selalu muak kalo baca kalimat itu. Kaya seolah-olah gue itu salah banget dan harus ngerasain jadi orang tersebut. Tapi giliran gue udah nyoba buat mengerti dan memahami, orang itu kaya tai. <Wajah Marah>"
1324,"Sebenarnya target utamanya bukan kalian. Hanya saja karena si target sedang jauh dari jangkauan, ia jadi kesal 😠. Kebetulan ia juga kurang suka dengan keluarga kalian karena dekat dengan si target. Karena itu sasarannya berubah haluan menjadi keluargamu Pul. 💔",negatif,"Sebenarnya target utamanya bukan kalian. Hanya saja karena si target sedang jauh dari jangkauan, ia jadi kesal <Wajah Marah>. Kebetulan ia juga kurang suka dengan keluarga kalian karena dekat dengan si target. Karena itu sasarannya berubah haluan menjadi keluargamu Pul. <Hati Patah>"
1325,"So pstix ada yg berani, knpa ksih kesal ahha 😛 cocok cwek itu hrus dapet. Pastix ada yg sudah menyerah n msih hidup. 😔",netral,"So pstix ada yg berani, knpa ksih kesal ahha <Wajah Menjulurkan Lidah> cocok cwek itu hrus dapet. Pastix ada yg sudah menyerah n msih hidup. <Wajah Termenung Sedih>"
1326,Waah syukur deh kaak. ^OV 😊,positif,Waah syukur deh kaak. ^OV <Wajah Tersenyum Dengan Mata Tersenyum>
1327,wah saya bangga dgn kegigihan kamu 😛,positif,wah saya bangga dgn kegigihan kamu <Wajah Menjulurkan Lidah>
1328,NGAKAKKKK JIJIK 😛,netral,NGAKAKKKK JIJIK <Wajah Menjulurkan Lidah>
1329,Tapi ternyata diamku membuat semuanya bertanya2 bahkan membuat tersinggung orang lain 😕,negatif,Tapi ternyata diamku membuat semuanya bertanya2 bahkan membuat tersinggung orang lain <Wajah Bingung>
1330,Gpp mek yang penting lu seneng matinya sengsara 😛,netral,Gpp mek yang penting lu seneng matinya sengsara <Wajah Menjulurkan Lidah>
1331,Disalahin mulu duka nya 😛,negatif,Disalahin mulu duka nya <Wajah Menjulurkan Lidah>
1332,"Pembatasan sosial berskala besar, darurat sipil lah...Jancuk..! Rakyat udah capek ngadepin badai pandemi yg merontokkan semua sendi kehidupan ekonomi dan sosial, skrg ditambah kelakuan pemimpinnya yg bikin muak. Enough ia enough! 😠💣💔",negatif,"Pembatasan sosial berskala besar, darurat sipil lah...Jancuk..! Rakyat udah capek ngadepin badai pandemi yg merontokkan semua sendi kehidupan ekonomi dan sosial, skrg ditambah kelakuan pemimpinnya yg bikin muak. Enough ia enough! <Wajah Marah><Bom><Hati Patah>"
1333,YAAALLAH AKU BANGET!!! 🙃 auto merepet repet ibu ku kesal,negatif,YAAALLAH AKU BANGET!!! <Wajah Terbalik> auto merepet repet ibu ku kesal
1334,gue sangat bangga dengan tangan nya ):),positif,gue sangat bangga dengan tangan nya ):)
1335,"nak duit untuk pakai konvo, esok diorg last payment, rm 250 dapat tu pun dah rasa bersyukur, Kalau laa ada orang nk tolong untuk konvo kita allhamdulilah. syukur selalu... 😊",positif,"nak duit untuk pakai konvo, esok diorg last payment, rm 250 dapat tu pun dah rasa bersyukur, Kalau laa ada orang nk tolong untuk konvo kita allhamdulilah. syukur selalu... <Wajah Tersenyum Dengan Mata Tersenyum>"
1336,ishhh.... ya bener sih..... tapi kesal 😠,negatif,ishhh.... ya bener sih..... tapi kesal <Wajah Marah>
1337,Ngeri anjir si Charlotte :'(,negatif,Ngeri anjir si Charlotte :'(
1338,Kalo kecewa inget pas lagi seneng bareng 😛,negatif,Kalo kecewa inget pas lagi seneng bareng <Wajah Menjulurkan Lidah>
1339,Anak broken home itu selalu berusaha menciptakan senyuman dibibirnya walau sebenarnya hati nya sedang sakit dan kecewa 😔,negatif,Anak broken home itu selalu berusaha menciptakan senyuman dibibirnya walau sebenarnya hati nya sedang sakit dan kecewa <Wajah Termenung Sedih>
1340,Tanda dia dh penat 😛,netral,Tanda dia dh penat <Wajah Menjulurkan Lidah>
1341,"Doi pulang, rasanya seneng 😛 tp sedih. Smg slamet sampe tujuan, terhindar dr virus virus ala. 💔",netral,"Doi pulang, rasanya seneng <Wajah Menjulurkan Lidah> tp sedih. Smg slamet sampe tujuan, terhindar dr virus virus ala. <Hati Patah>"
1342,Subhanallah bapak ini kayaknya buta mata dan buta map ini ngeles alasan orang goblok heran orang seperti ini kok bisa jadi pejabat...semoga pejabat tdk pemikiran ordebaru hidup suka hati menghancurkan negara 😠💣💔,negatif,Subhanallah bapak ini kayaknya buta mata dan buta map ini ngeles alasan orang goblok heran orang seperti ini kok bisa jadi pejabat...semoga pejabat tdk pemikiran ordebaru hidup suka hati menghancurkan negara <Wajah Marah><Bom><Hati Patah>
1343,1 pengusaha moral meyakini bahwa masyarakat terdiri dari pluralitas pemahaman apa yg terbaik. namun apa yg terbaik versi pengusaha moral dapat diciptakan bahkan untuk tujuan oportunis. ngeri bat! 😠,negatif,1 pengusaha moral meyakini bahwa masyarakat terdiri dari pluralitas pemahaman apa yg terbaik. namun apa yg terbaik versi pengusaha moral dapat diciptakan bahkan untuk tujuan oportunis. ngeri bat! <Wajah Marah>
1344,Sendiri dengan rasa ini 😔 Sendiri dengan duka ini 💔 Karna aku hanya menunggu Rasa ini hilang Untuk tidak mengharapkan mu Terlalu jauh,negatif,Sendiri dengan rasa ini <Wajah Termenung Sedih> Sendiri dengan duka ini <Hati Patah> Karna aku hanya menunggu Rasa ini hilang Untuk tidak mengharapkan mu Terlalu jauh
1345,"Jangan menunggu bahagia untuk tersenyum, tetapi tersenyumlah untuk bahagia. 😛",netral,"Jangan menunggu bahagia untuk tersenyum, tetapi tersenyumlah untuk bahagia. <Wajah Menjulurkan Lidah>"
1346,"kalo komentar itu jangan nebak2. kalo sange nya sampe grepe sembarang orang, iya jijik. ngeliat orang ngetwit sange langsung jijik? ckck lu yg munafik kek hidup di jaman batu 😠",negatif,"kalo komentar itu jangan nebak2. kalo sange nya sampe grepe sembarang orang, iya jijik. ngeliat orang ngetwit sange langsung jijik? ckck lu yg munafik kek hidup di jaman batu <Wajah Marah>"
1347,sejenak lupakan penat dan gelisah hati me 😌,positif,sejenak lupakan penat dan gelisah hati me <Wajah Lega>
1348,Nanti saya murka 😠,negatif,Nanti saya murka <Wajah Marah>
1349,Iya aku maafin aku mikirnya juga toh cuman temen ini tapi makin lama makin ngerasa dia nyoba deketin aku lagi dari yang tahun baru kemaren dia ngajak main tiba tiba udah nyusul tanpa persetujuan aku yaudh aku iyain aja tapi makin lama makin risih aja gitu 😠,negatif,Iya aku maafin aku mikirnya juga toh cuman temen ini tapi makin lama makin ngerasa dia nyoba deketin aku lagi dari yang tahun baru kemaren dia ngajak main tiba tiba udah nyusul tanpa persetujuan aku yaudh aku iyain aja tapi makin lama makin risih aja gitu <Wajah Marah>
1350,"Hiii sama. Kayak gemes bgt ga sih mbak, murka bgt sampe gatau mau gimana lagi 😠",negatif,"Hiii sama. Kayak gemes bgt ga sih mbak, murka bgt sampe gatau mau gimana lagi <Wajah Marah>"
1351,"Kalo aku sama kakak sepupu, aku exol dia army. Tapi ya syukur aja karna yg ngajak ngobrol duluan dia haha, bahkan kmrn berita ttg chen dia yg nanya2 mulu 😛",netral,"Kalo aku sama kakak sepupu, aku exol dia army. Tapi ya syukur aja karna yg ngajak ngobrol duluan dia haha, bahkan kmrn berita ttg chen dia yg nanya2 mulu <Wajah Menjulurkan Lidah>"
1352,Takut ditagih utang 😛,negatif,Takut ditagih utang <Wajah Menjulurkan Lidah>
1353,manis g senyum mm 😛,positif,manis g senyum mm <Wajah Menjulurkan Lidah>
1354,Malu anjirr 😛,negatif,Malu anjirr <Wajah Menjulurkan Lidah>
1355,Syukur dah 19 buat cara 19. Happy birthday acap 😊,positif,Syukur dah 19 buat cara 19. Happy birthday acap <Wajah Tersenyum Dengan Mata Tersenyum>
1356,Hehe syukur kalau suka 😛,positif,Hehe syukur kalau suka <Wajah Menjulurkan Lidah>
1357,"wanita ga suka cowo yang = jorok, pelit, gugup, sombong, kasar, agresif, penilai, ribe dan tukang keluh 😠",negatif,"wanita ga suka cowo yang = jorok, pelit, gugup, sombong, kasar, agresif, penilai, ribe dan tukang keluh <Wajah Marah>"
1358,"Ya gmn gak muak sih, giliran dah percaya bgt sm seseorang, akhirnya dibohongin jg, like asdhfkdlsllkl???!!! 😠💔",negatif,"Ya gmn gak muak sih, giliran dah percaya bgt sm seseorang, akhirnya dibohongin jg, like asdhfkdlsllkl???!!! <Wajah Marah><Hati Patah>"
1359,"Aku mendengar perbincangan rekan kerja ku yang beda bagian pagi ini 😠, astagfirullah Ya Allah maaf",negatif,"Aku mendengar perbincangan rekan kerja ku yang beda bagian pagi ini <Wajah Marah>, astagfirullah Ya Allah maaf"
1360,soalnya aku emang lucu banget... terus malu sendiri 😛,netral,soalnya aku emang lucu banget... terus malu sendiri <Wajah Menjulurkan Lidah>
1361,"""WAH! ANAK MANE LU?!"" kesal pisang ambon sambil menaikan suaranya, menunjukkan bahwa ia kesal saat ini ""BARU SEHARI DISINI DAH BELAGU LU. MAU GUE OSPEK?!"" tantang pisang ambon sembari memasang mimik marah ""hajaaar mbon. Cekek aja cekek"" kompor si kepok",netral,"""WAH! ANAK MANE LU?!"" kesal pisang ambon sambil menaikan suaranya, menunjukkan bahwa ia kesal saat ini ""BARU SEHARI DISINI DAH BELAGU LU. MAU GUE OSPEK?!"" tantang pisang ambon sembari memasang mimik marah ""hajaaar mbon. Cekek aja cekek"" kompor si kepok"
1362,Dok saya lihat akun orang luar dgn centang biru 😛 terheran2 kenapa bisa indonesia tidak ada sama sekali..2 akun.. saya juga heran sebenarnya..malah jadi khawatir sebenarnya..,negatif,Dok saya lihat akun orang luar dgn centang biru <Wajah Menjulurkan Lidah> terheran2 kenapa bisa indonesia tidak ada sama sekali..2 akun.. saya juga heran sebenarnya..malah jadi khawatir sebenarnya..
1363,Hitler juga tampangnya kaya Chaplin. Pinokio apalagi lucu tapi buat rakyat sengsara. 😠💣💔,negatif,Hitler juga tampangnya kaya Chaplin. Pinokio apalagi lucu tapi buat rakyat sengsara. <Wajah Marah><Bom><Hati Patah>
1364,"Masih! Temen gue dimaki-maki perkara bilang bikin scramble egg liat di utube chef terkenal bukan chef abal2, dia tersinggung 😠",negatif,"Masih! Temen gue dimaki-maki perkara bilang bikin scramble egg liat di utube chef terkenal bukan chef abal2, dia tersinggung <Wajah Marah>"
1365,Boleh ga disini aja until tomorrownya soalnya aduh di ig tuh bisi malah terpesona gt ternyata aku udah byutipul dari dulu.. nih foto dikirimin tybo gilasih ga ngerti lagi kerudung nya hits banget.. 😛,negatif,Boleh ga disini aja until tomorrownya soalnya aduh di ig tuh bisi malah terpesona gt ternyata aku udah byutipul dari dulu.. nih foto dikirimin tybo gilasih ga ngerti lagi kerudung nya hits banget.. <Wajah Menjulurkan Lidah>
1366,"Pastinya, keduanya telah melalui berbagai macam suka, duka, senang, sedih, dan ratusan kenangan yang dibuat bersama. Marilah kita undang mereka berdua untuk naik ke atas panggung, agar dapat menyampaikan perasaan mereka ke satu sama lain. (c.) 👫",positif,"Pastinya, keduanya telah melalui berbagai macam suka, duka, senang, sedih, dan ratusan kenangan yang dibuat bersama. Marilah kita undang mereka berdua untuk naik ke atas panggung, agar dapat menyampaikan perasaan mereka ke satu sama lain. (c.) 👫"
1367,"Waduhhh baru tau...... Bang Zombie rajin menabung juga ya Maaf bang, sy lagi senang hati 😛",netral,"Waduhhh baru tau...... Bang Zombie rajin menabung juga ya Maaf bang, sy lagi senang hati <Wajah Menjulurkan Lidah>"
1368,Hahaha. Partey memang sedap. Dia punya level tak takut tu macam Bailly. Tapi versi tak senang injured. 😛,netral,Hahaha. Partey memang sedap. Dia punya level tak takut tu macam Bailly. Tapi versi tak senang injured. <Wajah Menjulurkan Lidah>
1369,"Guys i need your help for now. Kawan aku ada tertipu dgn numbr ni, dia ckp mak bpk dia meninggal tah apa pastu pinjam duit dkt kawan aku, bila dh bg dia terus block. Ada sapa2 kenal numbr ni tak? Kalau ada tlg slide dkt dm hati2 tau jgn pakai nama mak bapak demi duit. Derhaka 😠",negatif,"Guys i need your help for now. Kawan aku ada tertipu dgn numbr ni, dia ckp mak bpk dia meninggal tah apa pastu pinjam duit dkt kawan aku, bila dh bg dia terus block. Ada sapa2 kenal numbr ni tak? Kalau ada tlg slide dkt dm hati2 tau jgn pakai nama mak bapak demi duit. Derhaka <Wajah Marah>"
1370,Jijik parah anying 😛,negatif,Jijik parah anying <Wajah Menjulurkan Lidah>
1371,"Klo dari ketinggian suka takut tiba2 loncat pengen nyobain jatoh (gatau lah ini aneh bgt), ayam, ikan hidup yang keluar dari air terus loncat2 (geli sih), kecoa terbang 😛",netral,"Klo dari ketinggian suka takut tiba2 loncat pengen nyobain jatoh (gatau lah ini aneh bgt), ayam, ikan hidup yang keluar dari air terus loncat2 (geli sih), kecoa terbang <Wajah Menjulurkan Lidah>"
1372,"Akhirnya Hanum menggoncangkan-goncangkan tubuh Angga yang berada di sisi kiri. Ngggaaa.. bangun Nggaa. Hmmm. Ngggaaa bangun dong dek, ehlah. 🙄 Gerutu Hanum. Angga mulai membuka matanya yang masih terasa berat, menatap Hanum kesal. Apa sih mbak? 😠",negatif,"Akhirnya Hanum menggoncangkan-goncangkan tubuh Angga yang berada di sisi kiri. Ngggaaa.. bangun Nggaa. Hmmm. Ngggaaa bangun dong dek, ehlah. <Wajah Memutar Mata> Gerutu Hanum. Angga mulai membuka matanya yang masih terasa berat, menatap Hanum kesal. Apa sih mbak? <Wajah Marah>"
1373,Maunya gitu. Tapi karna ogut tim eek jongkok jadi kalo buat tdr di wc ngeri kesemutan smpe keram 😛,netral,Maunya gitu. Tapi karna ogut tim eek jongkok jadi kalo buat tdr di wc ngeri kesemutan smpe keram <Wajah Menjulurkan Lidah>
1374,Hahaha. Partey memang sedap. Dia punya level tak takut tu macam Bailly. Tapi versi tak senang injured. 😛,netral,Hahaha. Partey memang sedap. Dia punya level tak takut tu macam Bailly. Tapi versi tak senang injured. <Wajah Menjulurkan Lidah>
1375,Kata orang2 kantor biasanya mah >11% tp tahun ini cuma 7.5an persen pdhl itu aja ku udah bersyukur sekali eh pas dikasihtau gt jd agak kesal krn itu kan buat setahun kedepan wkwk tp yaudah gpp ._.😠,negatif,Kata orang2 kantor biasanya mah >11% tp tahun ini cuma 7.5an persen pdhl itu aja ku udah bersyukur sekali eh pas dikasihtau gt jd agak kesal krn itu kan buat setahun kedepan wkwk tp yaudah gpp ._.<Wajah Marah>
1376,"Aku tahu bang Jerome bisa! Semangat! Hadapi dengan santai, kalau gugup ntar malah ga nyaman ._. 😛",netral,"Aku tahu bang Jerome bisa! Semangat! Hadapi dengan santai, kalau gugup ntar malah ga nyaman ._. <Wajah Menjulurkan Lidah>"
1377,Wak gara-gara ko cakak jo tetangga kos wak ma da. Wak suruah bunuah anaknyo. Kesal wak 😠,negatif,Wak gara-gara ko cakak jo tetangga kos wak ma da. Wak suruah bunuah anaknyo. Kesal wak <Wajah Marah>
1378,Takut menceburkan diri ahh ke laot saking lamanya ngejomblo 😛,netral,Takut menceburkan diri ahh ke laot saking lamanya ngejomblo <Wajah Menjulurkan Lidah>
1379,"Who knows karena aku atau dia sendiri (?) Yg jelas, ketika aku merasa tersinggung, I told him/her that Im offended by this word. Aku bilang baik2 dengan kata maaf. Ternyata, bukannya dia minta maaf, justru menjauh setelah itu. 😠💔",negatif,"Who knows karena aku atau dia sendiri (?) Yg jelas, ketika aku merasa tersinggung, I told him/her that Im offended by this word. Aku bilang baik2 dengan kata maaf. Ternyata, bukannya dia minta maaf, justru menjauh setelah itu. <Wajah Marah><Hati Patah>"
1380,ngeri yah wkwkwk 😛,netral,ngeri yah wkwkwk <Wajah Menjulurkan Lidah>
1381,aku kira aku saja yang kesal 😛,negatif,aku kira aku saja yang kesal <Wajah Menjulurkan Lidah>
1382,"Niat mo masak lauk buat saur ehh tetiba gasnya abis. Sial. 😛 Untung gw jenius pny byk akal,jadilah ceplok telor di rice cooker awokwowkwowk berhasil dan enak dong tentunya. Duh rasanya bangga bgt aku jadi diri aku ini. 🤩",positif,"Niat mo masak lauk buat saur ehh tetiba gasnya abis. Sial. <Wajah Menjulurkan Lidah> Untung gw jenius pny byk akal,jadilah ceplok telor di rice cooker awokwowkwowk berhasil dan enak dong tentunya. Duh rasanya bangga bgt aku jadi diri aku ini. 🤩"
1383,Mula tak muak dah lama lama muak 😛,netral,Mula tak muak dah lama lama muak <Wajah Menjulurkan Lidah>
1384,"Maaf ya udah bikin kamu cemas, akun kamu terindikasi aktivitas mencurigakan 😕 pastiin kamu udah sesuai ama syarat dan ketentuan Shopee ya. Tenang yah, mimin bantu cek. Yuk DM mimin username ama email aktif kamu ya. Mimin tunggu",netral,"Maaf ya udah bikin kamu cemas, akun kamu terindikasi aktivitas mencurigakan <Wajah Bingung> pastiin kamu udah sesuai ama syarat dan ketentuan Shopee ya. Tenang yah, mimin bantu cek. Yuk DM mimin username ama email aktif kamu ya. Mimin tunggu"
1385,"Gua lebih heran nya ke elu, ngapain nanyain ini coba? 😛",netral,"Gua lebih heran nya ke elu, ngapain nanyain ini coba? <Wajah Menjulurkan Lidah>"
