komentar,komentar_with_tags,sentimen llm
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
induk kucing lucu😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,induk kucing lucu<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,positif
😂😂😂😂🤣🤣🤣🤣😅😅😅😅😬😬😬😬🤔🤔🤔,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Meringis><Wajah Meringis><Wajah Meringis><Wajah Meringis><Wajah Berpikir><Wajah Berpikir><Wajah Berpikir>,negatif
Lucu banget 😊😂😂😂,Lucu banget <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
iya njir 🗿😭😂😂😂😹🌞🌞😻😹😹😹😹😹,iya njir 🗿<Wajah Menangis Kencang><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Kucing Menangis Bahagia><Matahari Berwajah><Matahari Berwajah><Wajah Kucing Tersenyum Mata Hati><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia>,positif
8:48  ketawa adeknya bikin ngakak 😭😭😭🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😵,8:48  ketawa adeknya bikin ngakak <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Wajah Pusing>,negatif
🤣🤣🤣🤣🤣🤣🤣🤣😂🤣😂🤣😂😂😂,<Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira><Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira><Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
Love cat❤❤❤❤,Love cat<Hati Merah><Hati Merah><Hati Merah><Hati Merah>,negatif
Lucu banget😂😂😂😂😂😂😂😂😂😂😂😂😘🤣🤣🤣🤣🐈🐈🐈🐈🐈🐈🐈🐱🐱🐵🐵,Lucu banget<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Meniup Ciuman><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>🐈🐈🐈🐈🐈🐈🐈🐱🐱🐵🐵,negatif
"Absolutely adorable! These pets have a special way of brightening our days. May God bless them and keep them safe, bringing us laughter for years to come! 😂🐾","Absolutely adorable! These pets have a special way of brightening our days. May God bless them and keep them safe, bringing us laughter for years to come! <Wajah Menangis Gembira>🐾",negatif
😅 ngakak liat video kucing-kucingnya,<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> ngakak liat video kucing-kucingnya,positif
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
Lucu banget 🤓,Lucu banget <Wajah Kutu Buku>,negatif
Lucu sekali 😜😻📡🎧,Lucu sekali <Wajah Menjulurkan Lidah Dan Mengedipkan Mata><Wajah Kucing Tersenyum Mata Hati>📡🎧,negatif
Pas saya Madinkan malah kucing saya lari duluan😅😅😅😅,Pas saya Madinkan malah kucing saya lari duluan<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,positif
bang aku juga punya kucing yang jahil banget dia suka numpanghin makanan 😂😂😂😊😂😊😂😊😂😊😂😊😂😊😊😂😂😊😂,bang aku juga punya kucing yang jahil banget dia suka numpanghin makanan <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menangis Gembira><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menangis Gembira><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menangis Gembira><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menangis Gembira><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menangis Gembira><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Menangis Gembira>,positif
Teruma kasih video nya sangat menghibur😂,Teruma kasih video nya sangat menghibur<Wajah Menangis Gembira>,negatif
Jrj4jjrii😊,Jrj4jjrii<Wajah Tersenyum Dengan Mata Tersenyum>,negatif
Kucing hewan yg gemesin dn sgt lucu.😀😀😀😀,Kucing hewan yg gemesin dn sgt lucu.<Wajah Menyeringai><Wajah Menyeringai><Wajah Menyeringai><Wajah Menyeringai>,negatif
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉❤❤❤😊😊🤔🤗🤗,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>🎉🎉🎉🎉🎉<Hati Merah><Hati Merah><Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Berpikir><Wajah Memeluk><Wajah Memeluk>,negatif
"Kucing ku suka durian,Dan jagung 😢😢😢😢😂😂😂😂😂","Kucing ku suka durian,Dan jagung <Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>",negatif
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
😥😆😣🎊😧😲😕😦😰😨😭😟💔😩😴😄😵😯😔😓😱😪🎂🎁🎁🎂😪😱😓😔😯😵😄😴😩💔😟😭😨😰😦😕😲😧🎊😣😆😥🐈🤤😏😋,<Wajah Kecewa Tapi Lega><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Bertahan Menderita>🎊<Wajah Menderita><Wajah Terperanjat><Wajah Bingung><Wajah Merengut Dengan Mulut Terbuka><Wajah Mulut Terbuka Dan Keringat Dingin><Wajah Takut><Wajah Menangis Kencang><Wajah Cemas><Hati Patah><Wajah Lelah Lesu><Wajah Tidur><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Pusing><Wajah Terbungkam><Wajah Termenung Sedih><Wajah Dengan Keringat Dingin><Wajah Berteriak Ketakutan><Wajah Mengantuk>🎂<Kado Hadiah><Kado Hadiah>🎂<Wajah Mengantuk><Wajah Berteriak Ketakutan><Wajah Dengan Keringat Dingin><Wajah Termenung Sedih><Wajah Terbungkam><Wajah Pusing><Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum><Wajah Tidur><Wajah Lelah Lesu><Hati Patah><Wajah Cemas><Wajah Menangis Kencang><Wajah Takut><Wajah Mulut Terbuka Dan Keringat Dingin><Wajah Merengut Dengan Mulut Terbuka><Wajah Bingung><Wajah Terperanjat><Wajah Menderita>🎊<Wajah Bertahan Menderita><Wajah Tersenyum Mulut Terbuka Dan Mata Tertutup><Wajah Kecewa Tapi Lega>🐈<Wajah Mengiler><Wajah Tersenyum Sinis><Wajah Menikmati Makanan Lezat>,negatif
Hahahaha sampe nangis 😂😂,Hahahaha sampe nangis <Wajah Menangis Gembira><Wajah Menangis Gembira>,positif
❤❤❤ Lucu banget 😂,<Hati Merah><Hati Merah><Hati Merah> Lucu banget <Wajah Menangis Gembira>,negatif
Lucu banget 😂😂 ni kucing ya 😂 0:18,Lucu banget <Wajah Menangis Gembira><Wajah Menangis Gembira> ni kucing ya <Wajah Menangis Gembira> 0:18,negatif
😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,negatif
Lucu kucing berantem 🤣🤣,Lucu kucing berantem <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,positif
Lucu kucing pake sandal 🤣🤣,Lucu kucing pake sandal <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,negatif
Berantam bayangan sendiri 🤣🤣,Berantam bayangan sendiri <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,positif
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
"Kocak banget ni kucing😂😂😂😂ketwwa"" trs liatnya jd sakit perut😂😂😂","Kocak banget ni kucing<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>ketwwa"" trs liatnya jd sakit perut<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>",positif
😅😂😂😂😂😂😂😂😂😮❤,<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Terperangah Terbuka><Hati Merah>,negatif
😂😂😂😂😂😂😂😂😂😂😂😂😂,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
Edan.tenan❤❤❤❤❤😂😂😂😂😂,Edan.tenan<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,positif
😂😂😂🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱🐱,negatif
Hewan plg random kelakoannya😂😂😂😂,Hewan plg random kelakoannya<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,positif
😂😂😂😂😂😂😂lucu banget kamu cing❤❤❤❤❤😅😅😅😅😅😂😂😂😂,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>lucu banget kamu cing<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,negatif
😒 membosankan... 😼😼😾 bosan knapa ditonton?? Dasar babu..ni cebokin pantatku.. 😤kurang ajar buluk jelek !,<Wajah Tidak Terhibur> membosankan... <Wajah Kucing Tersenyum Kecut><Wajah Kucing Tersenyum Kecut><Wajah Kucing Bersungut> bosan knapa ditonton?? Dasar babu..ni cebokin pantatku.. <Wajah Mengeluarkan Uap Dari Hidung>kurang ajar buluk jelek !,positif
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,<Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,negatif
"Dengerin pake headset menit 26:41 kirain suara orang disebelah, ternyata emang suara di video 😂😂","Dengerin pake headset menit 26:41 kirain suara orang disebelah, ternyata emang suara di video <Wajah Menangis Gembira><Wajah Menangis Gembira>",netral
Bikin perutku mules gara2 lht vidio ini hbisnya lucu pusnya😅😅,Bikin perutku mules gara2 lht vidio ini hbisnya lucu pusnya<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,positif
4😅81a1juok😊😊0pp0,4<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>81a1juok<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>0pp0,negatif
Ya biarin sih ko eloh  yang sibuk😏😏😏😏😏😏😏😏😏😏😏😏😏😏,Ya biarin sih ko eloh  yang sibuk<Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis>,positif
Luci banget bikin semua orang ketawa 😂😂😂😂😂😂😂😂😂😂😅😂😂😂🤣🤣🤣🤣🤣😍😍😍😍😍😇😹😹😹😹😹😹😹😻😻😻😻,Luci banget bikin semua orang ketawa <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Malaikat><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia><Wajah Kucing Menangis Bahagia><Wajah Kucing Tersenyum Mata Hati><Wajah Kucing Tersenyum Mata Hati><Wajah Kucing Tersenyum Mata Hati><Wajah Kucing Tersenyum Mata Hati>,negatif
